Region ,Dead,Lon,Lat
Mediterranean,1.00,26.4914,37.5800
Mediterranean,1.00,11.3333,37.3333
Mediterranean,8.00,27.0939,37.2892
Mediterranean,35.00,27.1012,37.0627
Mediterranean,13.00,26.6783,38.7281
Mediterranean,6.00,26.8328,38.1289
Mediterranean,1.00,26.9023,37.7869
Mediterranean,1.00,13.6155,35.9592
Mediterranean,1.00,26.3413,39.3816
Mediterranean,1.00,13.1081,36.2254
Mediterranean,5.00,27.2709,37.3341
Mediterranean,7.00,27.3114,36.9193
Mediterranean,2.00,27.0425,37.8096
Mediterranean,1.00,24.5333,38.8833
Mediterranean,2.00,27.0252,37.7759
Mediterranean,1.00,27.0360,37.7289
Mediterranean,28.00,27.0511,37.7529
Mediterranean,6.00,11.3443,37.1759
Mediterranean,39.00,26.4259,39.4733
Mediterranean,9.00,26.8078,38.1414
Mediterranean,1.00,26.5189,37.5931
Mediterranean,1.00,26.5504,39.1184
Mediterranean,3.00,27.2154,37.3366
Mediterranean,<Null>,26.9513,37.8352
Mediterranean,2.00,29.6263,36.1910
Mediterranean,1.00,26.2135,38.3764
Mediterranean,13.00,27.1259,37.2848
Mediterranean,27.00,26.6309,39.1152
Mediterranean,1.00,26.1378,38.3780
Mediterranean,2.00,12.1087,36.4161
Mediterranean,5.00,11.5868,36.6192
Mediterranean,25.00,27.1836,37.3369
Mediterranean,1.00,26.5560,39.1059
Mediterranean,1.00,-5.3726,35.9160
Mediterranean,5.00,26.3345,39.4712
Mediterranean,1.00,-2.9356,35.2783
Mediterranean,<Null>,27.3860,36.8863
Mediterranean,4.00,12.5178,33.1734
Mediterranean,49.00,12.7335,32.9435
Mediterranean,2.00,29.5025,36.1620
Mediterranean,2.00,26.3561,39.3505
Mediterranean,<Null>,12.5964,35.4095
Mediterranean,3.00,-5.3432,35.8700
Mediterranean,1.00,9.1121,39.2202
Mediterranean,2.00,14.9334,35.9124
Mediterranean,4.00,12.4943,32.8163
Mediterranean,<Null>,16.6005,32.2250
Mediterranean,9.00,30.6551,31.5545
Mediterranean,5.00,26.7737,37.8180
Mediterranean,3.00,11.3530,33.2776
Mediterranean,4.00,11.4876,33.1987
Mediterranean,1.00,27.0585,38.4548
Mediterranean,8.00,12.8149,35.5768
Mediterranean,<Null>,25.5969,32.6358
Mediterranean,12.00,13.8648,32.7815
Mediterranean,<Null>,12.5739,32.8407
Mediterranean,2.00,13.6104,33.9425
Mediterranean,<Null>,12.3017,33.0987
Mediterranean,1.00,30.3673,31.4643
Mediterranean,1.00,30.3487,31.4350
Mediterranean,1.00,-5.3062,35.8965
Mediterranean,<Null>,8.0771,38.7774
Mediterranean,5.00,12.6289,32.9506
Mediterranean,<Null>,12.1120,33.6468
Mediterranean,4.00,12.5840,35.4768
Mediterranean,45.00,15.1526,35.1239
Mediterranean,<Null>,12.5007,33.0052
Mediterranean,6.00,12.6134,35.4852
Mediterranean,1.00,13.0548,36.0825
Mediterranean,1.00,14.7947,34.6301
Mediterranean,<Null>,15.3677,36.0906
Mediterranean,10.00,25.0710,33.6662
Mediterranean,1.00,-3.5320,36.5942
Mediterranean,1.00,-5.6060,35.9959
Mediterranean,<Null>,-3.5290,36.7179
Mediterranean,<Null>,-2.1790,36.6419
Mediterranean,1.00,-2.9358,35.1759
Mediterranean,<Null>,-2.4618,36.8287
Mediterranean,1.00,-2.9262,35.2806
Mediterranean,2.00,13.1151,33.8723
Mediterranean,1.00,13.8782,34.0464
North Africa,9.00,34.6901,30.1375
North Africa,<Null>,-16.0459,25.2447
North Africa,<Null>,-17.1536,24.7889
North Africa,<Null>,-16.9358,20.7462
North Africa,6.00,32.9331,24.0088
North Africa,2.00,29.3555,18.5663
North Africa,2.00,31.5171,22.0181
North Africa,1.00,31.5171,22.0181
North Africa,2.00,36.5613,15.5069
North Africa,1.00,28.9381,19.3351
North Africa,2.00,34.0085,17.7015
North Africa,2.00,39.4217,14.5707
North Africa,2.00,34.0429,17.6931
North Africa,3.00,32.7063,21.8835
North Africa,1.00,33.0249,24.2485
North Africa,2.00,31.3355,30.0687
North Africa,5.00,36.1461,12.9535
North Africa,1.00,33.0029,30.2607
North Africa,2.00,36.1161,12.9539
North Africa,7.00,14.6311,27.0205
North Africa,1.00,35.3687,14.0243
North Africa,4.00,21.7529,22.2751
North Africa,7.00,22.1429,23.2013
North Africa,1.00,36.1519,13.0075
North Africa,3.00,14.6559,26.9251
North Africa,3.00,36.1285,12.9393
North Africa,6.00,22.3285,23.4749
North Africa,2.00,35.4199,13.9319
North Africa,3.00,21.8149,23.3227
North Africa,2.00,32.3603,24.0173
North Africa,1.00,47.1313,8.5547
North Africa,3.00,14.4635,26.9577
North Africa,2.00,36.1877,12.9527
North Africa,1.00,13.6421,32.4279
North Africa,3.00,36.1485,12.9615
North Africa,6.00,20.1403,30.2147
North Africa,5.00,21.8537,23.3091
North Africa,1.00,28.6523,18.7361
North Africa,3.00,36.4169,15.4737
North Africa,6.00,20.1403,30.2147
North Africa,1.00,33.4497,16.6743
North Africa,25.00,22.1801,23.1797
North Africa,1.00,35.4419,14.0077
North Africa,3.00,21.7859,23.1443
North Africa,1.00,36.4667,15.4753
North Africa,6.00,14.5899,26.9447
North Africa,3.00,36.1485,12.9615
North Africa,1.00,23.2251,23.1637
North Africa,2.00,29.0919,17.8599
North Africa,3.00,32.3987,15.5283
North Africa,2.00,33.2667,23.5699
North Africa,1.00,35.4199,14.0049
North Africa,1.00,32.9755,24.0523
North Africa,1.00,34.0085,17.7015
North Africa,1.00,32.4807,15.6477
North Africa,1.00,31.1243,22.1279
North Africa,1.00,34.0287,18.0239
North Africa,6.00,35.3787,14.0161
North Africa,11.00,21.4233,21.4971
North Africa,1.00,24.8539,12.0771
North Africa,20.00,22.2363,21.8035
North Africa,1.00,24.8621,12.0355
North Africa,5.00,14.4375,26.9847
North Africa,1.00,32.6321,15.5987
North Africa,3.00,22.6979,22.0277
North Africa,2.00,31.0693,22.0771
North Africa,6.00,32.4125,23.9315
North Africa,9.00,33.4425,17.5845
North Africa,1.00,25.1367,20.6977
North Africa,3.00,32.6397,15.5359
North Africa,2.00,35.3767,14.0195
North Africa,5.00,33.1787,30.7949
North Africa,1.00,32.4977,24.1885
North Africa,2.00,35.4111,14.0169
North Africa,21.00,24.2799,20.2861
North Africa,2.00,24.8773,11.9859
North Africa,3.00,14.4113,26.9871
North Africa,1.00,24.9073,12.0315
North Africa,11.00,23.2691,21.0263
North Africa,5.00,32.7173,15.4131
North Africa,2.00,36.1475,12.9587
North Africa,2.00,35.3801,14.0151
North Africa,10.00,23.9283,20.3685
North Africa,1.00,20.1957,30.2405
North Africa,1.00,36.1501,12.9603
North Africa,3.00,14.4917,26.9609
North Africa,8.00,24.0381,21.9259
North Africa,2.00,31.3883,21.8005
North Africa,3.00,32.4537,23.2849
North Africa,5.00,33.9587,19.0637
North Africa,7.00,32.6843,23.8113
North Africa,2.00,32.7833,30.5841
North Africa,3.00,34.1125,19.2505
North Africa,2.00,33.2557,19.7373
North Africa,3.00,32.5559,15.4827
North Africa,3.00,30.1589,18.4449
North Africa,1.00,32.7943,24.0723
North Africa,2.00,34.2115,20.7167
North Africa,2.00,31.4595,29.5503
North Africa,5.00,31.3713,21.7991
North Africa,3.00,33.2371,19.5365
North Africa,2.00,32.5599,15.5007
North Africa,2.00,30.1589,18.4449
North Africa,1.00,32.8999,24.0889
North Africa,2.00,30.1589,18.4449
North Africa,3.00,32.7201,24.2807
North Africa,2.00,24.0875,21.7057
North Africa,2.00,31.0447,20.2607
North Africa,6.00,33.2371,19.5365
North Africa,2.00,32.9909,24.1125
North Africa,1.00,42.1227,9.3127
North Africa,1.00,21.8569,23.3113
North Africa,3.00,33.3207,19.5357
North Africa,9.00,32.8349,15.3443
North Africa,3.00,25.1753,20.9893
North Africa,5.00,32.8959,24.8701
North Africa,1.00,31.3713,21.7991
North Africa,1.00,30.1589,18.4449
North Africa,1.00,32.7201,24.2807
North Africa,3.00,34.0001,29.5001
North Africa,1.00,32.7649,16.2389
North Africa,2.00,32.6521,17.2167
North Africa,1.00,36.4431,15.1625
North Africa,1.00,33.4633,18.4375
North Africa,2.00,31.6257,22.3371
North Africa,3.00,33.8105,18.7371
North Africa,1.00,33.3207,19.5357
North Africa,1.00,33.2257,14.0989
North Africa,2.00,33.1443,19.5473
North Africa,2.00,31.6119,22.4227
North Africa,3.00,32.5599,15.5007
North Africa,3.00,34.0417,17.7027
North Africa,1.00,32.6619,15.7557
North Africa,11.00,32.6815,23.9447
North Africa,4.00,32.6375,23.9213
North Africa,1.00,32.6755,23.8395
North Africa,3.00,34.0165,17.7909
North Africa,2.00,34.0107,18.0169
North Africa,1.00,32.8529,23.7547
North Africa,5.00,29.6335,19.6167
North Africa,9.00,31.5677,21.5861
North Africa,2.00,32.6285,15.8115
North Africa,1.00,32.9219,24.0317
North Africa,2.00,33.9789,18.2607
North Africa,4.00,32.4807,15.6477
North Africa,2.00,34.0447,17.7129
North Africa,3.00,32.6957,16.1949
North Africa,5.00,31.4463,21.9311
North Africa,3.00,31.8713,20.0179
North Africa,1.00,32.4807,15.6477
North Africa,6.00,31.4379,21.6639
North Africa,2.00,34.0031,17.9141
North Africa,1.00,34.0313,18.1831
North Africa,3.00,34.0085,17.6719
North Africa,4.00,33.3207,19.5357
North Africa,1.00,33.7001,-9.3166
North Africa,3.00,32.5599,15.5007
North Africa,2.00,37.1911,19.6379
North Africa,2.00,34.2761,21.1115
North Africa,6.00,33.3207,19.5357
North Africa,6.00,32.0963,23.3435
North Africa,3.00,33.3207,19.5357
North Africa,1.00,32.8999,24.0889
North Africa,1.00,33.2257,14.0989
North Africa,2.00,35.3699,14.0403
North Africa,2.00,33.9833,17.6981
North Africa,2.00,30.9037,19.4857
North Africa,2.00,33.2257,14.0989
North Africa,2.00,33.4411,19.3579
North Africa,7.00,33.9977,18.0307
North Africa,3.00,33.3527,19.4997
North Africa,8.00,31.9397,23.1071
North Africa,2.00,33.9941,17.7007
North Africa,1.00,35.3699,14.0403
North Africa,2.00,32.8999,24.0889
North Africa,1.00,25.3621,13.6279
North Africa,1.00,32.9223,12.0865
North Africa,30.00,24.8949,12.0439
North Africa,6.00,20.2267,29.9597
North Africa,3.00,35.3699,14.0403
North Africa,3.00,29.9213,31.1867
North Africa,2.00,36.1507,12.9627
North Africa,2.00,33.9769,17.5835
North Africa,1.00,33.3567,19.5311
North Africa,1.00,32.5873,23.9239
North Africa,5.00,30.3493,20.7989
North Africa,1.00,32.8999,24.0889
North Africa,6.00,32.5599,15.5007
North Africa,2.00,34.0417,17.7027
North Africa,1.00,32.5819,15.8885
North Africa,1.00,32.8445,24.1145
North Africa,2.00,32.6033,23.9187
North Africa,2.00,35.3699,14.0403
North Africa,30.00,32.8999,24.0889
North Africa,6.00,21.8569,23.3113
North Africa,3.00,36.4047,15.4205
North Africa,6.00,33.6825,13.5829
North Africa,5.00,31.1743,27.1691
North Africa,2.00,32.5599,15.5007
North Africa,12.00,32.8999,24.0889
North Africa,2.00,32.6517,25.6747
North Africa,1.00,31.0681,20.3843
North Africa,3.00,22.2803,23.5301
North Africa,1.00,31.4567,21.8465
North Africa,1.00,32.6295,30.6977
North Africa,1.00,32.5599,15.5007
North Africa,14.00,21.8569,23.3113
North Africa,1.00,35.4489,14.0820
North Africa,1.00,32.5575,15.5534
North Africa,3.00,30.3516,19.4734
North Africa,10.00,33.4210,19.5398
North Africa,2.00,33.4395,14.4384
North Africa,4.00,32.9221,23.9768
North Africa,1.00,31.1622,27.1819
North Africa,1.00,33.5361,13.5046
North Africa,2.00,32.9501,24.0240
North Africa,1.00,33.9441,18.0831
North Africa,4.00,32.5049,19.8696
North Africa,1.00,34.0056,17.8277
North Africa,4.00,13.5325,29.6147
North Africa,1.00,25.9197,25.1985
North Africa,1.00,32.5207,15.0251
North Africa,7.00,25.0883,21.5163
North Africa,1.00,35.6301,13.5995
North Africa,2.00,33.1227,30.7535
North Africa,3.00,30.7517,21.6857
North Africa,5.00,32.6393,25.6859
North Africa,2.00,36.1589,12.9533
North Africa,5.00,32.2853,22.9647
North Africa,1.00,32.7829,23.9667
North Africa,4.00,23.6493,22.6629
North Africa,2.00,21.8569,23.3113
North Africa,3.00,23.5031,21.2275
North Africa,2.00,14.4561,27.0323
North Africa,1.00,32.9001,24.0883
North Africa,1.00,14.4661,27.1323
North Africa,3.00,21.8669,23.3213
North Africa,1.00,30.0885,20.2171
North Africa,2.00,30.5057,21.4245
North Africa,5.00,36.6413,22.2205
North Africa,1.00,32.5195,21.7497
North Africa,1.00,31.6737,21.8641
North Africa,2.00,30.3917,21.1571
North Africa,3.00,21.4015,25.7311
North Africa,1.00,32.0361,23.5491
North Africa,1.00,30.9815,22.3201
North Africa,2.00,35.3861,-14.0240
North Africa,1.00,36.3875,15.4573
North Africa,3.00,32.3109,16.1211
North Africa,1.00,<Null>,<Null>
North Africa,14.00,22.8077,23.3121
North Africa,3.00,<Null>,<Null>
North Africa,1.00,32.8855,13.2145
North Africa,4.00,36.4939,15.1097
North Africa,8.00,22.5001,23.2519
North Africa,2.00,27.5099,19.3635
North Africa,1.00,14.2687,27.5509
North Africa,5.00,15.5001,27.1527
North Africa,28.00,22.5879,22.7665
North Africa,1.00,33.5393,14.3931
North Africa,1.00,21.8659,23.3913
North Africa,1.00,32.4757,23.1255
North Africa,1.00,32.9011,24.0893
North Africa,2.00,28.2629,20.5157
North Africa,2.00,32.9151,17.5293
North Africa,1.00,30.1465,21.7089
North Africa,3.00,32.7393,30.6699
North Africa,5.00,34.0377,17.7019
North Africa,1.00,33.2667,23.5089
North Africa,5.00,34.7389,15.4169
North Africa,2.00,33.5029,14.3859
North Africa,1.00,21.8459,23.3133
North Africa,2.00,32.4977,23.8307
North Africa,1.00,14.4761,27.0423
North Africa,30.00,26.2573,20.8231
North Africa,20.00,14.8097,26.1185
North Africa,3.00,21.8959,23.3713
North Africa,1.00,33.5249,14.2871
North Africa,3.00,21.8159,23.3413
North Africa,3.00,33.0249,18.9637
North Africa,2.00,28.7843,21.0693
North Africa,2.00,30.7397,22.5153
North Africa,2.00,34.0495,17.6653
North Africa,1.00,36.4485,15.4647
North Africa,2.00,34.0687,30.9707
North Africa,1.00,32.1241,23.9689
North Africa,1.00,32.3987,23.8885
North Africa,5.00,29.3115,19.2391
North Africa,1.00,22.0167,24.5775
North Africa,4.00,33.1787,30.2311
North Africa,1.00,29.7949,22.4825
North Africa,5.00,30.4997,20.1127
North Africa,1.00,32.4757,24.4499
North Africa,1.00,32.6843,24.0491
North Africa,9.00,21.8859,23.3813
North Africa,2.00,14.4261,27.0923
North Africa,2.00,32.5505,15.4757
North Africa,3.00,21.8459,23.3213
North Africa,1.00,32.9041,24.0889
North Africa,3.00,32.5605,15.4857
North Africa,10.00,21.8659,23.3513
North Africa,3.00,14.7259,26.0757
North Africa,8.00,19.5781,30.3983
North Africa,2.00,21.8759,23.3713
North Africa,34.00,21.8559,23.3313
North Africa,5.00,14.4361,27.0723
North Africa,2.00,29.2677,19.2805
North Africa,8.00,21.8159,23.3113
North Africa,1.00,36.1455,12.9613
North Africa,4.00,21.8359,23.3123
North Africa,5.00,21.8259,23.3413
North Africa,3.00,30.2619,21.0565
North Africa,2.00,32.5305,15.4557
North Africa,1.00,35.3821,-14.0200
North Africa,1.00,29.7071,20.0043
North Africa,1.00,36.2755,15.4481
North Africa,2.00,36.4129,15.4659
North Africa,1.00,32.3329,23.1885
North Africa,2.00,36.4041,15.4581
North Africa,6.00,19.5659,30.4041
North Africa,3.00,20.1403,30.2147
North Africa,1.00,32.5705,15.4657
North Africa,6.00,21.8859,23.3513
North Africa,1.00,14.4561,27.0123
North Africa,3.00,31.3819,21.8149
North Africa,12.00,21.8759,23.3813
North Africa,1.00,32.9811,24.2145
North Africa,23.00,14.4961,27.0423
North Africa,11.00,19.9841,30.3765
North Africa,36.00,14.4461,27.0623
North Africa,3.00,32.8983,30.6336
North Africa,1.00,19.5699,30.4101
North Africa,<Null>,-12.6545,28.3486
North Africa,18.00,7.4043,20.1451
North Africa,15.00,12.8950,19.0004
North Africa,4.00,1.4078,18.4411
North Africa,2.00,-5.3563,35.8447
North Africa,13.00,5.1856,20.0860
North Africa,10.00,21.8569,23.3112
North Africa,12.00,13.1787,32.5816
North Africa,15.00,34.2358,31.2417
North Africa,1.00,34.4995,30.6916
North Africa,1.00,-15.0166,26.9269
North Africa,5.00,34.3072,31.0405
North Africa,11.00,-15.2796,26.5443
North Africa,1.00,34.2228,31.3095
North Africa,4.00,-15.5474,27.9202
North Africa,4.00,-12.7687,29.5145
North Africa,3.00,14.4491,27.0087
North Africa,1.00,23.9503,22.0309
North Africa,2.00,33.5139,14.2759
North Africa,8.00,21.8271,23.2769
North Africa,1.00,30.7907,27.7337
North Africa,2.00,32.5787,15.4473
North Africa,1.00,32.8999,24.0889
North Africa,1.00,32.7421,23.7909
North Africa,13.00,22.0303,23.2921
North Africa,3.00,35.4145,14.0121
North Africa,3.00,23.5547,20.5635
North Africa,6.00,24.4337,20.3987
North Africa,1.00,32.6047,15.5087
North Africa,10.00,35.3815,14.0009
North Africa,2.00,23.9063,20.5331
North Africa,1.00,36.1539,12.9601
North Africa,30.00,14.7705,26.1199
North Africa,5.00,32.5945,15.4671
North Africa,3.00,22.6759,21.2721
North Africa,3.00,23.4669,22.0075
North Africa,1.00,33.4497,16.6743
North Africa,28.00,23.0273,22.2313
North Africa,1.00,36.1473,12.9595
North Africa,1.00,42.3295,2.5001
North Africa,2.00,31.1341,20.0751
North Africa,2.00,30.1589,18.4449
North Africa,1.00,31.9675,23.2351
North Africa,1.00,33.3587,19.5079
North Africa,2.00,32.5599,15.5007
North Africa,2.00,35.3699,14.0403
North Africa,1.00,36.5425,15.5085
North Africa,1.00,33.9941,17.7007
North Africa,2.00,32.1487,23.4211
North Africa,2.00,35.3699,14.0403
North Africa,1.00,32.7645,-9.3102
North Africa,7.00,30.1589,18.4449
North Africa,3.00,30.3017,20.2899
North Africa,1.00,32.9021,24.0883
North Africa,1.00,32.4097,23.3147
North Africa,1.00,31.3551,29.9029
North Africa,1.00,14.4461,27.0223
North Africa,3.00,21.8259,23.3613
North Africa,2.00,14.8535,26.0889
North Africa,3.00,21.8759,23.3313
North Africa,3.00,32.8711,29.9649
North Africa,3.00,32.9031,24.0891
North Africa,4.00,30.1645,20.4407
North Africa,1.00,37.1903,19.5903
North Africa,2.00,32.9151,30.7611
North Africa,3.00,35.3871,-14.0250
North Africa,3.00,30.1665,20.8445
North Africa,5.00,30.5641,21.8947
North Africa,3.00,32.6625,30.7443
North Africa,8.00,-16.7523,25.8223
North Africa,13.00,13.9942,31.7566
North Africa,20.00,-14.6423,27.4431
North Africa,<Null>,-14.2445,27.7236
North Africa,34.00,5.8000,19.3667
